Dataset = simulated.abs
Using 6 threads to run hyperparameter search
run = hpo
[I 2020-05-25 02:35:40,973] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.10492918156185563, 'max_depth': 2, 'min_child_weight': 6.516297465796531, 'reg_alpha': 1.8238975295779214, 'reg_lambda': 1.6491446561567327, 'aft_loss_distribution_scale': 5.983576128176064}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:36:40,367] Finished trial#46 with value: 0.14375 with parameters: {'learning_rate': 0.6084101663292851, 'max_depth': 2, 'min_child_weight': 0.3670120101757127, 'reg_alpha': 0.00020924345411133734, 'reg_lambda': 22.503764968393607, 'aft_loss_distribution_scale': 49.729476024264905}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,409] Finished trial#47 with value: 0.14375 with parameters: {'learning_rate': 0.013064272928259053, 'max_depth': 8, 'min_child_weight': 63.80161534225231, 'reg_alpha': 0.08443153866924948, 'reg_lambda': 5.28417159193221, 'aft_loss_distribution_scale': 80.33468889752102}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,479] Finished trial#41 with value: 0.14375 with parameters: {'learning_rate': 0.003235771984170636, 'max_depth': 8, 'min_child_weight': 7.248813235455268, 'reg_alpha': 1.3515400336756211, 'reg_lambda': 0.0005467032179153886, 'aft_loss_distribution_scale': 1.3244089493037516}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,528] Finished trial#42 with value: 0.45625 with parameters: {'learning_rate': 0.4554264075919374, 'max_depth': 6, 'min_child_weight': 0.7355792763403669, 'reg_alpha': 0.0005566892921582098, 'reg_lambda': 0.003239925384721612, 'aft_loss_distribution_scale': 4.0568584100891245}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,591] Finished trial#51 with value: 0.14375 with parameters: {'learning_rate': 0.007531819589196591, 'max_depth': 2, 'min_child_weight': 7.3371063561360055, 'reg_alpha': 0.04855958504176535, 'reg_lambda': 4.983295912025742, 'aft_loss_distribution_scale': 51.26220568429762}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,639] Finished trial#45 with value: 0.3125 with parameters: {'learning_rate': 0.01966495336470169, 'max_depth': 4, 'min_child_weight': 3.0711545024181914, 'reg_alpha': 0.00010511698513459386, 'reg_lambda': 9.957953840584954, 'aft_loss_distribution_scale': 1.155286369763148}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,693] Finished trial#53 with value: 0.14375 with parameters: {'learning_rate': 0.054485701428511536, 'max_depth': 4, 'min_child_weight': 1.0531294114064735, 'reg_alpha': 0.7161260648864033, 'reg_lambda': 0.0005781230078674175, 'aft_loss_distribution_scale': 72.21786624561419}. Best is trial#24 with value: 0.48125.
[I 2020-05-25 02:36:40,740] Finished trial#26 with value: 0.61875 with parameters: {'learning_rate': 0.13612852652729432, 'max_depth': 4, 'min_child_weight': 1.4030655262053786, 'reg_alpha': 0.0006815226525350942, 'reg_lambda': 0.0011535905525486268, 'aft_loss_distribution_scale': 1.052383314447424}. Best is trial#26 with value: 0.61875.
[I 2020-05-25 02:36:40,813] Finished trial#54 with value: 0.31875 with parameters: {'learning_rate': 0.08837210207525621, 'max_depth': 4, 'min_child_weight': 4.278521085505967, 'reg_alpha': 0.0008406364160888491, 'reg_lambda': 7.564759608613803, 'aft_loss_distribution_scale': 7.452545494466835}. Best is trial#26 with value: 0.61875.
[I 2020-05-25 02:36:40,872] Finished trial#55 with value: 0.3125 with parameters: {'learning_rate': 0.006702770933870163, 'max_depth': 8, 'min_child_weight': 31.14300923678588, 'reg_alpha': 0.0001791310766747331, 'reg_lambda': 0.01140784274545118, 'aft_loss_distribution_scale': 57.50176896707402}. Best is trial#26 with value: 0.61875.
[I 2020-05-25 02:36:40,911] Finished trial#50 with value: 0.6375 with parameters: {'learning_rate': 0.15878353845518284, 'max_depth': 4, 'min_child_weight': 2.3123367657711182, 'reg_alpha': 0.04594684938888424, 'reg_lambda': 0.0003923509808794493, 'aft_loss_distribution_scale': 2.6086755939345676}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:40,951] Finished trial#56 with value: 0.31875 with parameters: {'learning_rate': 0.20727185599497394, 'max_depth': 2, 'min_child_weight': 2.5116886446517865, 'reg_alpha': 0.06867886735224141, 'reg_lambda': 1.8219987248873786, 'aft_loss_distribution_scale': 7.3483595492096985}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,005] Finished trial#59 with value: 0.14375 with parameters: {'learning_rate': 0.026324884392227216, 'max_depth': 2, 'min_child_weight': 13.25668029204367, 'reg_alpha': 0.0021582892395555775, 'reg_lambda': 1.3266347483567233, 'aft_loss_distribution_scale': 75.973513184231}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,056] Finished trial#49 with value: 0.25625 with parameters: {'learning_rate': 0.007875647880284662, 'max_depth': 10, 'min_child_weight': 0.12217365580463403, 'reg_alpha': 1.1846762464173284, 'reg_lambda': 0.07229724872242738, 'aft_loss_distribution_scale': 6.539959308121931}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,107] Finished trial#48 with value: 0.3125 with parameters: {'learning_rate': 0.011734396929606972, 'max_depth': 2, 'min_child_weight': 4.715191971584304, 'reg_alpha': 0.8886959682436042, 'reg_lambda': 0.0004966110859475238, 'aft_loss_distribution_scale': 19.48301735350983}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,148] Finished trial#60 with value: 0.14375 with parameters: {'learning_rate': 0.001202975445031235, 'max_depth': 2, 'min_child_weight': 0.3709163136637424, 'reg_alpha': 0.3697552043865245, 'reg_lambda': 0.010953324126764497, 'aft_loss_distribution_scale': 44.26047149703341}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,194] Finished trial#58 with value: 0.30625 with parameters: {'learning_rate': 0.6644836212949681, 'max_depth': 10, 'min_child_weight': 93.1611400495957, 'reg_alpha': 1.5489140317238976, 'reg_lambda': 0.019982577267567428, 'aft_loss_distribution_scale': 1.5712221992927413}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,243] Finished trial#61 with value: 0.14375 with parameters: {'learning_rate': 0.011195799134004519, 'max_depth': 10, 'min_child_weight': 1.1882624289241401, 'reg_alpha': 0.007712973074091797, 'reg_lambda': 28.184622629620897, 'aft_loss_distribution_scale': 54.81102473401463}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,297] Finished trial#63 with value: 0.14375 with parameters: {'learning_rate': 0.0038581518522506427, 'max_depth': 4, 'min_child_weight': 1.6111500560545506, 'reg_alpha': 1.4348220794492912, 'reg_lambda': 0.15254029770563773, 'aft_loss_distribution_scale': 18.058086368133527}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,342] Finished trial#62 with value: 0.14375 with parameters: {'learning_rate': 0.0018698903780210293, 'max_depth': 2, 'min_child_weight': 31.741050128620003, 'reg_alpha': 0.8477599793468278, 'reg_lambda': 0.33971843612438857, 'aft_loss_distribution_scale': 3.2267646111540738}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,395] Finished trial#52 with value: 0.33125 with parameters: {'learning_rate': 0.1636341098823951, 'max_depth': 4, 'min_child_weight': 0.1325127519777794, 'reg_alpha': 28.48148353914254, 'reg_lambda': 0.02515831341875246, 'aft_loss_distribution_scale': 1.239579789338262}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,433] Finished trial#65 with value: 0.31875 with parameters: {'learning_rate': 0.0442470094130541, 'max_depth': 8, 'min_child_weight': 59.848127491758646, 'reg_alpha': 0.09415464493766924, 'reg_lambda': 0.0028270285437669383, 'aft_loss_distribution_scale': 15.350817659696544}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,493] Finished trial#64 with value: 0.31875 with parameters: {'learning_rate': 0.05972509770294399, 'max_depth': 4, 'min_child_weight': 5.497946943418112, 'reg_alpha': 0.00020098374613215152, 'reg_lambda': 4.745159362037693, 'aft_loss_distribution_scale': 6.620834039685344}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,553] Finished trial#68 with value: 0.275 with parameters: {'learning_rate': 0.9981687254122948, 'max_depth': 8, 'min_child_weight': 0.1781995226406754, 'reg_alpha': 0.004661533295431919, 'reg_lambda': 0.00018534521952295603, 'aft_loss_distribution_scale': 29.18978331341432}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,607] Finished trial#70 with value: 0.31875 with parameters: {'learning_rate': 0.12777899761065498, 'max_depth': 2, 'min_child_weight': 4.158856912944115, 'reg_alpha': 0.8709121425195907, 'reg_lambda': 92.70830516019159, 'aft_loss_distribution_scale': 3.4804000611214247}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,646] Finished trial#71 with value: 0.14375 with parameters: {'learning_rate': 0.002841220646525351, 'max_depth': 8, 'min_child_weight': 1.1958971780754928, 'reg_alpha': 6.582292464736315, 'reg_lambda': 9.692643286313015, 'aft_loss_distribution_scale': 62.47507406255681}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,723] Finished trial#72 with value: 0.14375 with parameters: {'learning_rate': 0.027111769009026638, 'max_depth': 6, 'min_child_weight': 1.2366975553643427, 'reg_alpha': 0.018731359371715203, 'reg_lambda': 1.2464287881257607, 'aft_loss_distribution_scale': 63.55027333502645}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,807] Finished trial#57 with value: 0.325 with parameters: {'learning_rate': 0.02975164272262267, 'max_depth': 8, 'min_child_weight': 48.55273523049906, 'reg_alpha': 0.12365183745574258, 'reg_lambda': 0.001305075299876047, 'aft_loss_distribution_scale': 1.147070924857396}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,861] Finished trial#75 with value: 0.14375 with parameters: {'learning_rate': 0.14857140820710982, 'max_depth': 8, 'min_child_weight': 0.7648611998941529, 'reg_alpha': 52.92560763727361, 'reg_lambda': 0.053384393698282226, 'aft_loss_distribution_scale': 60.79683227931032}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,917] Finished trial#76 with value: 0.30625 with parameters: {'learning_rate': 0.6787002386930204, 'max_depth': 10, 'min_child_weight': 40.02518686636807, 'reg_alpha': 0.044780331441551156, 'reg_lambda': 0.7813571635534927, 'aft_loss_distribution_scale': 16.21343250451782}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:41,977] Finished trial#67 with value: 0.28125 with parameters: {'learning_rate': 0.0041030135938409235, 'max_depth': 2, 'min_child_weight': 0.1607028978132148, 'reg_alpha': 0.011203299956498105, 'reg_lambda': 0.0007752088075399426, 'aft_loss_distribution_scale': 13.395411055086774}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,041] Finished trial#77 with value: 0.14375 with parameters: {'learning_rate': 0.005181223440215874, 'max_depth': 2, 'min_child_weight': 9.889782879541853, 'reg_alpha': 0.00022231276492584273, 'reg_lambda': 0.006546658683797598, 'aft_loss_distribution_scale': 1.9935393121131608}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,079] Finished trial#78 with value: 0.31875 with parameters: {'learning_rate': 0.5788173521729527, 'max_depth': 2, 'min_child_weight': 0.23746266662413534, 'reg_alpha': 0.08332770916626216, 'reg_lambda': 5.853616147235916, 'aft_loss_distribution_scale': 24.433783128598716}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,133] Finished trial#80 with value: 0.31875 with parameters: {'learning_rate': 0.4107952317752267, 'max_depth': 8, 'min_child_weight': 54.878306347647595, 'reg_alpha': 0.09411360994387469, 'reg_lambda': 0.9422271502232286, 'aft_loss_distribution_scale': 13.24863118879286}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,174] Finished trial#73 with value: 0.30625 with parameters: {'learning_rate': 0.0204303446381269, 'max_depth': 2, 'min_child_weight': 0.12536738684386423, 'reg_alpha': 0.0013480882855446312, 'reg_lambda': 0.001029908910962271, 'aft_loss_distribution_scale': 1.165122929687972}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,223] Finished trial#74 with value: 0.31875 with parameters: {'learning_rate': 0.0035366298919775442, 'max_depth': 4, 'min_child_weight': 23.313131226847233, 'reg_alpha': 0.0009669524252897922, 'reg_lambda': 0.0020771665169866966, 'aft_loss_distribution_scale': 5.79173285252172}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,289] Finished trial#82 with value: 0.31875 with parameters: {'learning_rate': 0.43491538793129114, 'max_depth': 8, 'min_child_weight': 0.8756810288351148, 'reg_alpha': 3.9046617498877816, 'reg_lambda': 0.007357450379027019, 'aft_loss_distribution_scale': 3.7469513437140463}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,343] Finished trial#81 with value: 0.31875 with parameters: {'learning_rate': 0.10126513449934418, 'max_depth': 2, 'min_child_weight': 1.79075172924969, 'reg_alpha': 0.2733918129468822, 'reg_lambda': 5.974980231266018, 'aft_loss_distribution_scale': 9.982759053836594}. Best is trial#50 with value: 0.6375.
[I 2020-05-25 02:36:42,384] Finished trial#66 with value: 0.64375 with parameters: {'learning_rate': 0.2003022935846194, 'max_depth': 10, 'min_child_weight': 1.2439998958598868, 'reg_alpha': 1.092533655286493, 'reg_lambda': 3.2547910551937465, 'aft_loss_distribution_scale': 1.098919419250587}. Best is trial#66 with value: 0.64375.
[I 2020-05-25 02:36:42,454] Finished trial#84 with value: 0.31875 with parameters: {'learning_rate': 0.027779011922986666, 'max_depth': 10, 'min_child_weight': 32.19272062318083, 'reg_alpha': 0.0040366982944119905, 'reg_lambda': 0.00035725555949676945, 'aft_loss_distribution_scale': 71.22380618945998}. Best is trial#66 with value: 0.64375.
[I 2020-05-25 02:36:42,497] Finished trial#83 with value: 0.31875 with parameters: {'learning_rate': 0.16149767917803287, 'max_depth': 10, 'min_child_weight': 0.13224082788115227, 'reg_alpha': 0.02609831568330211, 'reg_lambda': 57.22244931233965, 'aft_loss_distribution_scale': 5.39928337762701}. Best is trial#66 with value: 0.64375.
[I 2020-05-25 02:36:42,542] Finished trial#85 with value: 0.3125 with parameters: {'learning_rate': 0.22232806955886614, 'max_depth': 4, 'min_child_weight': 1.2517242864055014, 'reg_alpha': 0.0003999095018842662, 'reg_lambda': 0.8698968566136944, 'aft_loss_distribution_scale': 36.49648278473799}. Best is trial#66 with value: 0.64375.
[I 2020-05-25 02:36:42,599] Finished trial#79 with value: 0.14375 with parameters: {'learning_rate': 0.004573246937446201, 'max_depth': 10, 'min_child_weight': 0.8974002869674647, 'reg_alpha': 0.00035168027940462324, 'reg_lambda': 0.2995259858521062, 'aft_loss_distribution_scale': 1.5524571770828166}. Best is trial#66 with value: 0.64375.
[I 2020-05-25 02:36:42,639] Finished trial#69 with value: 0.6875 with parameters: {'learning_rate': 0.09411355112319629, 'max_depth': 4, 'min_child_weight': 0.11473416019392242, 'reg_alpha': 0.00031064201809592236, 'reg_lambda': 0.021773485589607133, 'aft_loss_distribution_scale': 1.753251695434762}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,682] Finished trial#87 with value: 0.14375 with parameters: {'learning_rate': 0.0045341473388142055, 'max_depth': 10, 'min_child_weight': 5.686713663569533, 'reg_alpha': 0.32134947386106444, 'reg_lambda': 24.458606275405764, 'aft_loss_distribution_scale': 70.9261569231358}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,745] Finished trial#89 with value: 0.14375 with parameters: {'learning_rate': 0.002686639698918529, 'max_depth': 10, 'min_child_weight': 75.63003409231393, 'reg_alpha': 0.4011231843679231, 'reg_lambda': 0.03992092245848128, 'aft_loss_distribution_scale': 1.4283981900839446}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,797] Finished trial#91 with value: 0.275 with parameters: {'learning_rate': 0.7567524817773966, 'max_depth': 6, 'min_child_weight': 93.55738591711527, 'reg_alpha': 0.001137438032816479, 'reg_lambda': 0.00293909585192245, 'aft_loss_distribution_scale': 85.91634789718239}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,846] Finished trial#92 with value: 0.3 with parameters: {'learning_rate': 0.7086270149037531, 'max_depth': 10, 'min_child_weight': 14.141361582844954, 'reg_alpha': 3.4159399692207746, 'reg_lambda': 26.700602113097595, 'aft_loss_distribution_scale': 2.6193855334876504}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,894] Finished trial#93 with value: 0.20625 with parameters: {'learning_rate': 0.7304276987014294, 'max_depth': 6, 'min_child_weight': 5.6265641266351665, 'reg_alpha': 0.2921091503125422, 'reg_lambda': 0.0002101960764772072, 'aft_loss_distribution_scale': 44.95637241194285}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,949] Finished trial#90 with value: 0.14375 with parameters: {'learning_rate': 0.001774400163931282, 'max_depth': 2, 'min_child_weight': 0.11973844485565954, 'reg_alpha': 0.0014056212931789535, 'reg_lambda': 0.5658949382803939, 'aft_loss_distribution_scale': 4.098250891925911}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:42,993] Finished trial#96 with value: 0.31875 with parameters: {'learning_rate': 0.10583402811479528, 'max_depth': 10, 'min_child_weight': 15.348361330143149, 'reg_alpha': 0.0020846764878345862, 'reg_lambda': 0.00043866726997701346, 'aft_loss_distribution_scale': 6.086636209299364}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,041] Finished trial#88 with value: 0.33125 with parameters: {'learning_rate': 0.06992746398688213, 'max_depth': 6, 'min_child_weight': 62.75656479283696, 'reg_alpha': 0.000687533804132252, 'reg_lambda': 0.00013822879622690925, 'aft_loss_distribution_scale': 1.2519191997224914}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,082] Finished trial#95 with value: 0.3125 with parameters: {'learning_rate': 0.4853541621280005, 'max_depth': 2, 'min_child_weight': 2.4138179147487033, 'reg_alpha': 0.0004518185626157973, 'reg_lambda': 0.020999367378510034, 'aft_loss_distribution_scale': 89.61121435036334}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,137] Finished trial#98 with value: 0.14375 with parameters: {'learning_rate': 0.0045981779256102995, 'max_depth': 6, 'min_child_weight': 83.60501909563386, 'reg_alpha': 0.06062337134432703, 'reg_lambda': 33.055837789676595, 'aft_loss_distribution_scale': 62.872957369974166}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,195] Finished trial#99 with value: 0.30625 with parameters: {'learning_rate': 0.44263208823296135, 'max_depth': 2, 'min_child_weight': 1.254620899049659, 'reg_alpha': 0.008850999182742202, 'reg_lambda': 0.13378400322893536, 'aft_loss_distribution_scale': 65.05703847504721}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,262] Finished trial#94 with value: 0.6625 with parameters: {'learning_rate': 0.5678179596926524, 'max_depth': 10, 'min_child_weight': 4.711427585374255, 'reg_alpha': 0.0018940113722993313, 'reg_lambda': 2.244635253853804, 'aft_loss_distribution_scale': 1.225938545771996}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,457] Finished trial#86 with value: 0.54375 with parameters: {'learning_rate': 0.06186661479228131, 'max_depth': 4, 'min_child_weight': 0.4577495249221097, 'reg_alpha': 0.5069939717320068, 'reg_lambda': 1.172529048802886, 'aft_loss_distribution_scale': 3.1524313229961614}. Best is trial#69 with value: 0.6875.
[I 2020-05-25 02:36:43,639] Finished trial#97 with value: 0.4375 with parameters: {'learning_rate': 0.02566939057837617, 'max_depth': 8, 'min_child_weight': 0.44127275879444733, 'reg_alpha': 0.15295191266311262, 'reg_lambda': 0.017370358056285708, 'aft_loss_distribution_scale': 3.9545095931761054}. Best is trial#69 with value: 0.6875.
Fold 2, Distribution extreme: Accuracy ('accuracy', 0.6), Time elapsed = 5.658409003997804
[I 2020-05-25 02:36:43,887] Finished trial#4 with value: 0.13125 with parameters: {'learning_rate': 0.028841946078629638, 'max_depth': 6, 'min_child_weight': 28.190032290771892, 'reg_alpha': 30.426132222498907, 'reg_lambda': 73.22743947038823, 'aft_loss_distribution_scale': 13.921658475697104}. Best is trial#4 with value: 0.13125.
[I 2020-05-25 02:36:43,933] Finished trial#3 with value: 0.13125 with parameters: {'learning_rate': 0.03070968353712437, 'max_depth': 8, 'min_child_weight': 31.501461154281536, 'reg_alpha': 83.43837778942581, 'reg_lambda': 0.056611703609107174, 'aft_loss_distribution_scale': 59.30304231636089}. Best is trial#4 with value: 0.13125.
[I 2020-05-25 02:36:43,971] Finished trial#1 with value: 0.28125 with parameters: {'learning_rate': 0.9139363229301795, 'max_depth': 8, 'min_child_weight': 60.24784788818722, 'reg_alpha': 0.0015107618630959187, 'reg_lambda': 40.122264348413424, 'aft_loss_distribution_scale': 4.636495728842941}. Best is trial#1 with value: 0.28125.
[I 2020-05-25 02:36:44,011] Finished trial#2 with value: 0.2875 with parameters: {'learning_rate': 0.13467580894965026, 'max_depth': 8, 'min_child_weight': 20.044258057482665, 'reg_alpha': 0.27619969321408167, 'reg_lambda': 0.0001877957650898191, 'aft_loss_distribution_scale': 3.7370380848067692}. Best is trial#2 with value: 0.2875.
[I 2020-05-25 02:36:44,054] Finished trial#0 with value: 0.13125 with parameters: {'learning_rate': 0.002002050370337901, 'max_depth': 6, 'min_child_weight': 10.179271058801042, 'reg_alpha': 28.20533701397798, 'reg_lambda': 0.0028014344914181985, 'aft_loss_distribution_scale': 1.001260517713646}. Best is trial#2 with value: 0.2875.
[I 2020-05-25 02:36:44,093] Finished trial#5 with value: 0.1375 with parameters: {'learning_rate': 0.1313737481600557, 'max_depth': 4, 'min_child_weight': 1.3612983120841076, 'reg_alpha': 1.0520653737820207, 'reg_lambda': 0.08132190495990961, 'aft_loss_distribution_scale': 23.07909952567491}. Best is trial#2 with value: 0.2875.
[I 2020-05-25 02:36:44,158] Finished trial#8 with value: 0.275 with parameters: {'learning_rate': 0.5110357798483824, 'max_depth': 8, 'min_child_weight': 29.197266236642225, 'reg_alpha': 0.00024460552218447264, 'reg_lambda': 13.828619168324192, 'aft_loss_distribution_scale': 2.7431950462474846}. Best is trial#2 with value: 0.2875.
[I 2020-05-25 02:36:44,205] Finished trial#7 with value: 0.13125 with parameters: {'learning_rate': 0.024262270331235514, 'max_depth': 8, 'min_child_weight': 13.65329384544539, 'reg_alpha': 0.6450427345231893, 'reg_lambda': 0.03440819102024128, 'aft_loss_distribution_scale': 40.919134541396886}. Best is trial#2 with value: 0.2875.
[I 2020-05-25 02:36:44,248] Finished trial#9 with value: 0.29375 with parameters: {'learning_rate': 0.07283541267479839, 'max_depth': 6, 'min_child_weight': 71.27541655763908, 'reg_alpha': 0.02626756715284196, 'reg_lambda': 0.010142360932314116, 'aft_loss_distribution_scale': 65.75301688891913}. Best is trial#9 with value: 0.29375.
[I 2020-05-25 02:36:44,292] Finished trial#10 with value: 0.13125 with parameters: {'learning_rate': 0.015874505499615464, 'max_depth': 2, 'min_child_weight': 5.5485176260305265, 'reg_alpha': 82.12701605679895, 'reg_lambda': 0.024318043001816936, 'aft_loss_distribution_scale': 19.20295391195856}. Best is trial#9 with value: 0.29375.
[I 2020-05-25 02:36:44,366] Finished trial#13 with value: 0.13125 with parameters: {'learning_rate': 0.010893893493223044, 'max_depth': 6, 'min_child_weight': 3.9124475857768153, 'reg_alpha': 0.0010518172212138823, 'reg_lambda': 3.7669598130186084, 'aft_loss_distribution_scale': 39.44891099563646}. Best is trial#9 with value: 0.29375.
[I 2020-05-25 02:36:44,429] Finished trial#6 with value: 0.3 with parameters: {'learning_rate': 0.008446103261457954, 'max_depth': 6, 'min_child_weight': 0.10999072310219322, 'reg_alpha': 0.010891764768883242, 'reg_lambda': 0.03379757710082714, 'aft_loss_distribution_scale': 46.539027981080004}. Best is trial#6 with value: 0.3.
[I 2020-05-25 02:36:44,466] Finished trial#15 with value: 0.6 with parameters: {'learning_rate': 0.5431046287870833, 'max_depth': 10, 'min_child_weight': 1.9939299864556683, 'reg_alpha': 0.012095396204992215, 'reg_lambda': 0.00943199155513226, 'aft_loss_distribution_scale': 3.2832284289255576}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,513] Finished trial#16 with value: 0.13125 with parameters: {'learning_rate': 0.042587115748424914, 'max_depth': 4, 'min_child_weight': 0.4600156159107765, 'reg_alpha': 94.35549400470363, 'reg_lambda': 0.9029646453895401, 'aft_loss_distribution_scale': 8.78633712035026}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,578] Finished trial#14 with value: 0.29375 with parameters: {'learning_rate': 0.2059908008466693, 'max_depth': 10, 'min_child_weight': 73.47268660658366, 'reg_alpha': 0.020166199806561914, 'reg_lambda': 0.6255553707559384, 'aft_loss_distribution_scale': 83.05630467255813}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,619] Finished trial#18 with value: 0.13125 with parameters: {'learning_rate': 0.014783865105670917, 'max_depth': 2, 'min_child_weight': 3.035325642131512, 'reg_alpha': 58.78634512598437, 'reg_lambda': 0.039890480192378716, 'aft_loss_distribution_scale': 7.9817721504346455}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,683] Finished trial#21 with value: 0.13125 with parameters: {'learning_rate': 0.0014809816502086132, 'max_depth': 6, 'min_child_weight': 1.806969256940139, 'reg_alpha': 0.013077446616216357, 'reg_lambda': 26.68967531149518, 'aft_loss_distribution_scale': 2.892897591461431}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,744] Finished trial#20 with value: 0.2875 with parameters: {'learning_rate': 0.23083077765849827, 'max_depth': 6, 'min_child_weight': 0.3085939521269903, 'reg_alpha': 0.0007024997895235481, 'reg_lambda': 0.8714201443501653, 'aft_loss_distribution_scale': 11.734697319472234}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,783] Finished trial#22 with value: 0.2625 with parameters: {'learning_rate': 0.8217367746229098, 'max_depth': 6, 'min_child_weight': 25.20208741991745, 'reg_alpha': 5.641589028838043, 'reg_lambda': 0.012743371235198954, 'aft_loss_distribution_scale': 5.345205800555472}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,845] Finished trial#24 with value: 0.13125 with parameters: {'learning_rate': 0.0017136937188862913, 'max_depth': 10, 'min_child_weight': 78.06946289465405, 'reg_alpha': 0.38867926058485813, 'reg_lambda': 0.036618316184034126, 'aft_loss_distribution_scale': 19.249872594280887}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,917] Finished trial#23 with value: 0.29375 with parameters: {'learning_rate': 0.03863938289347228, 'max_depth': 2, 'min_child_weight': 5.2796264976098035, 'reg_alpha': 0.013668987521350416, 'reg_lambda': 0.0005409443331695185, 'aft_loss_distribution_scale': 12.224485669868395}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:44,965] Finished trial#12 with value: 0.29375 with parameters: {'learning_rate': 0.0024377300587342878, 'max_depth': 6, 'min_child_weight': 0.3121738172542099, 'reg_alpha': 0.00010398112966771907, 'reg_lambda': 0.007490981400728491, 'aft_loss_distribution_scale': 51.894642454994965}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:45,028] Finished trial#26 with value: 0.13125 with parameters: {'learning_rate': 0.004512167861804416, 'max_depth': 4, 'min_child_weight': 0.5136580788214427, 'reg_alpha': 0.09212724379844175, 'reg_lambda': 9.400987301854943, 'aft_loss_distribution_scale': 9.937986153032817}. Best is trial#15 with value: 0.6.
[I 2020-05-25 02:36:45,084] Finished trial#19 with value: 0.29375 with parameters: {'learning_rate': 0.004002077784826536, 'max_depth': 4, 'min_child_weight': 3.8735730124374013, 'reg_alpha': 0.25719783890220255, 'reg_lambda': 0.008116829602944044, 'aft_loss_distribution_scale': 6.515176614269356}. Best is trial#15 with value: 0.6.
